ID,Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate
267,Louisiana,4/17/20,23118,1213,,21905,502.8640936,131987,1868,5.246993685,2870.988975,8.080283762
268,Maine,4/17/20,827,29,352,798,70.44257014,14903,133,3.506650544,1269.414296,16.08222491
269,Maryland,4/17/20,11572,334,736,11238,194.7054978,62009,2612,2.886277221,1043.33678,22.57172485
270,Massachusetts,4/17/20,34402,1245,,33157,501.2112873,148744,3729,3.618975641,2167.088301,10.83948608
271,Michigan,4/17/20,30023,2227,629,27796,376.8297227,98959,3674,7.417646471,1242.07083,12.23728475
272,Minnesota,4/17/20,2070,111,1066,1959,41.848228,43053,518,5.362318841,870.3824928,25.02415459
273,Mississippi,4/17/20,3793,140,,3653,131.009676,38584,736,3.691009755,1332.685826,19.40416557
274,Missouri,4/17/20,5371,184,,5187,91.66379951,51717,1043,3.42580525,882.6245986,19.41910259
275,Montana,4/17/20,422,8,233,414,48.73052367,10244,54,1.895734597,1182.927688,12.79620853
276,Nebraska,4/17/20,1066,24,,1042,69.88917387,13104,,2.251407129,859.1254543,
277,Nevada,4/17/20,3524,142,,3382,116.8165049,29762,,4.029511918,986.5757151,
278,New Hampshire,4/17/20,1287,37,455,1250,96.9018513,12708,190,2.874902875,956.8210772,14.76301476
279,New Jersey,4/17/20,78467,3840,,74627,883.419517,157449,8011,4.893777002,1772.637154,10.20938739
280,New Mexico,4/17/20,1597,44,353,1553,95.77021864,34488,230,2.755165936,2068.204947,14.40200376
281,New York,4/17/20,230597,17131,23887,213466,1367.633344,550579,52424,7.428977827,3265.394601,22.73403383
282,North Carolina,4/17/20,6045,177,,5868,60.95055644,72981,429,2.928039702,735.8531944,7.096774194
283,North Dakota,4/17/20,393,9,172,384,64.80678344,12342,47,2.290076336,2035.229825,11.95928753
284,Ohio,4/17/20,9107,418,,8689,81.50272153,77677,2424,4.58987592,695.1671132,26.61688811
285,Oklahoma,4/17/20,2465,136,1331,2329,67.39329304,33620,528,5.517241379,919.1734329,21.4198783
286,Oregon,4/17/20,1785,70,,1715,44.54622001,36321,427,3.921568627,906.4219927,23.92156863
287,Pennsylvania,4/17/20,29888,921,,28967,237.4419632,147373,2603,3.081504283,1170.78876,8.709180942
288,Rhode Island,4/17/20,4177,118,196,4059,394.2942963,30761,331,2.824994015,2903.731589,7.924347618
289,South Carolina,4/17/20,4099,116,,3983,81.3297685,36284,675,2.829958526,719.924206,16.46743108
290,South Dakota,4/17/20,1411,7,457,1404,191.7400923,11062,63,0.496102055,1503.20971,4.464918498
291,Tennessee,4/17/20,6263,141,3017,6122,95.40087943,87273,711,2.25131726,1329.382237,11.35238703
292,Texas,4/17/20,17849,451,4190,17398,77.65647558,169536,1522,2.526752199,737.608171,8.527088352
293,Utah,4/17/20,2793,23,443,2770,97.45690855,55771,244,0.82348729,1946.03267,8.736126029
294,Vermont,4/17/20,779,35,15,744,127.5813106,12116,32,4.492939666,1984.307007,4.107830552
295,Virginia,4/17/20,7491,231,1110,7260,94.73608331,48997,1308,3.083700441,619.6480942,17.46095314
296,Washington,4/17/20,11517,603,,10914,152.5551093,128900,622,5.235738474,1707.419779,5.400711991
297,West Virginia,4/17/20,775,16,223,759,58.57907571,18681,85,2.064516129,1412.020275,10.96774194
298,Wisconsin,4/17/20,4053,206,,3847,78.32533364,46410,1153,5.082654824,896.8859447,28.44806316
299,Wyoming,4/17/20,305,2,148,303,61.33858901,6427,43,0.655737705,1292.534792,14.09836066
300,Alabama,4/18/20,4712,153,,4559,100.4927172,42538,620,3.247028862,907.2069615,13.15789474
301,Alaska,4/18/20,314,9,147,305,52.53040992,9655,39,2.866242038,1615.226458,12.42038217
302,Arizona,4/18/20,4724,180,539,4544,64.9015479,51045,566,3.810330229,701.2911754,11.98137172
303,Arkansas,4/18/20,1744,38,703,1706,67.36121331,24141,291,2.178899083,932.4352353,16.68577982
304,California,4/18/20,30491,1140,,29351,77.76606267,251614,4892,3.738808173,641.7313336,16.04407858
305,Colorado,4/18/20,9047,389,,8658,159.6488185,43307,1755,4.299767879,764.2214416,19.3986957
306,Connecticut,4/18/20,17550,1086,,16464,492.2464867,55462,1946,6.188034188,1555.611091,11.08831909
307,Delaware,4/18/20,2538,67,423,2471,260.6381012,14017,224,2.639873916,1439.465825,8.825847124
308,Florida,4/18/20,25492,748,,24744,120.0606275,246527,3842,2.934253884,1161.077449,15.07139495
309,Georgia,4/18/20,17669,673,,16996,174.2609247,74208,3420,3.808930896,731.8781312,19.35593412
310,Hawaii,4/18/20,574,9,390,565,40.5428504,22343,48,1.567944251,1578.133984,8.362369338
311,Idaho,4/18/20,1655,43,453,1612,102.7633085,16609,151,2.598187311,1031.29655,9.123867069
312,Illinois,4/18/20,29160,1259,,27901,248.4736043,137404,4340,4.317558299,1170.825347,14.88340192
313,Indiana,4/18/20,10641,545,,10096,162.6071173,56873,,5.121699088,869.0869827,
314,Iowa,4/18/20,2513,74,1095,2439,95.8899353,22947,193,2.944687624,875.6014108,7.680063669
315,Kansas,4/18/20,1821,85,,1736,74.67742306,17676,383,4.667764964,724.8754146,21.03239978
316,Kentucky,4/18/20,2707,144,979,2563,79.07567633,30596,1008,5.319541928,893.7567022,37.2367935
317,Louisiana,4/18/20,23580,1267,,22313,512.9135447,137999,1761,5.373197625,3001.762352,7.468193384
318,Maine,4/18/20,847,32,382,815,72.14613895,14923,136,3.778040142,1271.117865,16.0566706
319,Maryland,4/18/20,12326,421,771,11905,207.3919777,65370,2757,3.415544378,1099.887521,22.36735356
320,Massachusetts,4/18/20,36372,1404,,34968,529.9127069,156806,3729,3.860112174,2284.545582,10.25239195
321,Michigan,4/18/20,30791,2308,3237,28483,386.4691734,99727,3634,7.495696795,1251.710281,11.80214998
322,Minnesota,4/18/20,2209,121,1118,2088,44.6583264,44268,561,5.47759167,894.9455832,25.39610684
323,Mississippi,4/18/20,3974,152,,3822,137.26139,38765,782,3.8248616,1338.93754,19.67790639
324,Missouri,4/18/20,5579,197,,5382,95.2136171,53759,875,3.531098763,917.4742502,15.6838143
325,Montana,4/18/20,426,10,234,416,49.19242437,10569,55,2.34741784,1220.45712,12.91079812
326,Nebraska,4/18/20,1249,24,,1225,81.88703392,13677,,1.92153723,896.6925243,
327,Nevada,4/18/20,3626,151,,3475,120.1976864,30751,,4.16436845,1019.359916,
328,New Hampshire,4/18/20,1342,38,468,1304,101.0429561,12852,190,2.831594635,967.6632423,14.15797317
329,New Jersey,4/18/20,81420,4070,,77350,916.6658223,162536,7718,4.998771801,1829.909065,9.479243429
330,New Mexico,4/18/20,1798,53,382,1745,107.8239531,35613,242,2.947719689,2135.669879,13.45939933
331,New York,4/18/20,241712,17671,23887,224041,1433.554603,596532,54339,7.310766532,3537.934378,22.48088634
332,North Carolina,4/18/20,6328,187,,6141,63.80399027,76211,388,2.955120101,768.4206546,6.13147914
333,North Dakota,4/18/20,528,9,183,519,87.06865561,12963,47,1.704545455,2137.634437,8.901515152
334,Ohio,4/18/20,10222,451,,9771,91.48136812,78758,2519,4.412052436,704.8414782,24.64292702
335,Oklahoma,4/18/20,2465,136,1515,2329,67.39329304,35536,541,5.517241379,971.5570229,21.94726166
336,Oregon,4/18/20,1844,72,,1772,46.01861608,37583,449,3.904555315,937.916295,24.34924078
337,Pennsylvania,4/18/20,31652,1042,,30610,251.4558693,153965,2613,3.292051055,1223.158186,8.255402502
338,Rhode Island,4/18/20,4491,137,217,4354,423.934806,32826,331,3.050545536,3098.660419,7.370296148
339,South Carolina,4/18/20,4248,119,2633,4129,84.28613237,38833,776,2.801318267,770.4998537,18.26741996
340,South Dakota,4/18/20,1542,7,552,1535,209.5416175,11660,68,0.453955901,1584.471634,4.409857328
341,Tennessee,4/18/20,6589,142,3234,6447,100.3666605,90586,719,2.155106997,1379.847368,10.91212627
342,Texas,4/18/20,18704,476,4806,18228,81.3763639,176239,1321,2.54491018,766.7712253,7.062660393
343,Utah,4/18/20,2917,25,565,2892,101.7836743,59944,251,0.857044909,2091.642294,8.604730888
344,Vermont,4/18/20,803,38,15,765,131.5119286,12566,56,4.732254047,2058.006096,6.97384807
345,Virginia,4/18/20,8053,258,1228,7795,101.8435027,51931,1307,3.203774991,656.7533763,16.22997641
346,Washington,4/18/20,11776,613,,11163,155.9858442,131627,518,5.205502717,1743.54184,4.398777174
347,West Virginia,4/18/20,785,16,255,769,59.33493475,19440,83,2.038216561,1469.389976,10.57324841
348,Wisconsin,4/18/20,4199,212,,3987,81.14682357,48161,1176,5.048821148,930.7244987,28.00666825
349,Wyoming,4/18/20,309,2,206,307,62.14302952,6522,50,0.647249191,1311.640254,16.18122977
350,Alabama,4/19/20,4888,157,,4731,104.2462652,45712,641,3.211947627,974.8987875,13.11374795
351,Alaska,4/19/20,319,9,153,310,53.36688142,9895,37,2.821316614,1655.37709,11.59874608
352,Arizona,4/19/20,4933,184,994,4749,67.77293306,52990,631,3.729981756,728.0129177,12.79140482
353,Arkansas,4/19/20,1781,39,721,1742,68.79032162,24209,291,2.189781022,935.0617046,16.33913532
354,California,4/19/20,31431,1177,,30254,80.16349466,280900,4731,3.744710636,716.4240925,15.05201871
355,Colorado,4/19/20,9730,420,,9310,171.7014484,44606,1797,4.316546763,787.144379,18.46865365
356,Connecticut,4/19/20,17962,1127,,16835,503.8023587,58213,1938,6.274356976,1632.77178,10.78944438
357,Delaware,4/19/20,2538,67,466,2471,260.6381012,14794,249,2.639873916,1519.259287,9.810874704
358,Florida,4/19/20,26314,774,,25540,123.9320317,256079,3930,2.941400015,1206.064861,14.93501558
359,Georgia,4/19/20,18301,687,,17614,180.4940394,79933,3464,3.75389323,788.3410772,18.92792744
360,Hawaii,4/19/20,580,10,410,570,40.96664326,23470,51,1.724137931,1657.736409,8.793103448
361,Idaho,4/19/20,1668,44,520,1624,103.5705127,16869,151,2.637889688,1047.440635,9.052757794
362,Illinois,4/19/20,30357,1290,,29067,258.6732924,143318,4314,4.249431762,1221.218794,14.2108904
363,Indiana,4/19/20,11211,562,,10649,171.3173942,61142,,5.012933726,934.3223725,
364,Iowa,4/19/20,2902,75,1171,2827,110.7332241,24550,198,2.584424535,936.7679712,6.822880772
365,Kansas,4/19/20,1905,93,,1812,78.12218063,18130,390,4.881889764,743.4935091,20.47244094
366,Kentucky,4/19/20,2960,146,1174,2814,86.46619946,32225,1059,4.932432432,941.3423235,35.77702703
367,Louisiana,4/19/20,23928,1296,,22632,520.4832611,141504,1748,5.416248746,3078.003318,7.305249081
368,Maine,4/19/20,867,34,393,833,73.84970775,14943,136,3.921568627,1272.821434,15.68627451
369,Maryland,4/19/20,12847,461,914,12386,216.1580998,67891,2886,3.588386394,1142.304783,22.46438857
370,Massachusetts,4/19/20,38077,1706,,36371,554.7532756,162241,3729,4.480394989,2363.729448,9.793313549
371,Michigan,4/19/20,31424,2391,3237,29033,394.4141894,109661,3403,7.608834012,1376.395571,10.82930244
372,Minnesota,4/19/20,2356,134,1160,2222,47.63015709,45716,574,5.687606112,924.2191262,24.36332767
373,Mississippi,4/19/20,4274,159,,4115,147.623347,39065,808,3.72016846,1349.299497,18.90500702
374,Missouri,4/19/20,5743,199,,5544,98.01251174,53909,875,3.465087933,920.0342148,15.2359394
375,Montana,4/19/20,433,10,243,423,50.00075059,10898,55,2.309468822,1258.448452,12.70207852
376,Nebraska,4/19/20,1474,28,,1446,96.6385012,14575,,1.899592944,955.5672693,
377,Nevada,4/19/20,3728,158,,3570,123.5788679,31598,,4.238197425,1047.436982,
378,New Hampshire,4/19/20,1390,38,513,1352,104.6570111,13424,192,2.73381295,1010.730732,13.81294964
379,New Jersey,4/19/20,85301,4362,,80939,960.3600013,170688,7494,5.113656346,1921.688232,8.785360078
380,New Mexico,4/19/20,1845,55,465,1790,110.642488,36632,258,2.98102981,2196.778115,13.98373984
381,New York,4/19/20,247815,18298,23887,229517,1469.750504,617555,55723,7.383733834,3662.618376,22.48572524
382,North Carolina,4/19/20,6601,200,,6401,66.55659605,78772,465,3.029843963,794.2427183,7.044387214
383,North Dakota,4/19/20,585,9,189,576,96.46811275,13630,51,1.538461538,2247.624576,8.717948718
384,Ohio,4/19/20,11602,471,,11131,103.8316213,86989,2565,4.059644889,778.5044738,22.1082572
385,Oklahoma,4/19/20,2567,140,1575,2427,70.18198103,35565,541,5.453837164,972.3498852,21.07518504
386,Oregon,4/19/20,1910,74,,1836,47.6657032,39038,456,3.87434555,974.2270794,23.87434555
387,Pennsylvania,4/19/20,32902,1276,,31626,261.3863582,158854,2634,3.878183697,1261.998315,8.005592365
388,Rhode Island,4/19/20,4706,150,244,4556,444.2300594,34699,331,3.187420314,3275.465115,7.033574161
389,South Carolina,4/19/20,4377,120,2633,4257,86.84566888,40480,776,2.741603838,803.1785872,17.72903815
390,South Dakota,4/19/20,1635,7,646,1628,222.1793415,12062,74,0.428134557,1639.099216,4.525993884
391,Tennessee,4/19/20,7070,148,3344,6922,107.6934724,97098,724,2.093352192,1479.041129,10.24045262
392,Texas,4/19/20,19260,490,5334,18770,83.79537899,182710,1471,2.544132918,794.9249063,7.637590862
393,Utah,4/19/20,3069,27,679,3042,107.0874516,63555,259,0.879765396,2217.641899,8.43923102
394,Vermont,4/19/20,813,38,15,775,133.1496861,12726,53,4.67404674,2084.210216,6.519065191
395,Virginia,4/19/20,8542,277,1267,8265,108.0277164,54733,1422,3.242800281,692.1893002,16.64715523
396,Washington,4/19/20,12255,636,,11619,162.3307167,135706,586,5.189718482,1797.572603,4.781721746
397,West Virginia,4/19/20,890,18,265,872,67.27145468,20031,72,2.02247191,1514.061246,8.08988764
398,Wisconsin,4/19/20,4346,220,,4126,83.98763878,49669,1190,5.062126093,959.8670112,27.38150023
399,Wyoming,4/19/20,313,2,227,311,62.94747003,7281,50,0.638977636,1464.282841,15.97444089
400,Alabama,4/20/20,5079,163,,4916,108.3197178,45900,641,3.209293168,978.9082592,12.62059461
401,Alaska,4/20/20,321,9,161,312,53.70147002,10124,46,2.803738318,1693.687484,14.33021807
402,Arizona,4/20/20,5068,191,1155,4877,69.62765553,54500,637,3.768745067,748.758332,12.56906077
403,Arkansas,4/20/20,1973,41,749,1932,76.20623501,26553,291,2.078053725,1025.597647,14.74911303
404,California,4/20/20,33686,1225,,32461,85.91478098,290500,4674,3.63652556,740.9085043,13.87520038
405,Colorado,4/20/20,9730,420,,9310,171.7014484,46195,1813,4.316546763,815.1848314,18.63309353
406,Connecticut,4/20/20,19815,1331,,18484,555.7757342,62806,1919,6.717133485,1761.597313,9.684582387
407,Delaware,4/20/20,2745,72,495,2673,281.8958187,16470,256,2.62295082,1691.374912,9.326047359
408,Florida,4/20/20,27059,822,,26237,127.4407861,266225,4010,3.037806275,1253.849857,14.81946857
409,Georgia,4/20/20,19407,775,,18632,191.4019902,84328,3550,3.993404442,831.6868673,18.29236873
410,Hawaii,4/20/20,584,10,414,574,41.24917184,24175,52,1.712328767,1707.532071,8.904109589
411,Idaho,4/20/20,1672,45,585,1627,103.8188832,17445,151,2.69138756,1083.205992,9.031100478
412,Illinois,4/20/20,31513,1349,,30164,268.5236177,148358,4599,4.280773014,1264.164849,14.59397709
413,Indiana,4/20/20,11688,577,,11111,178.6065207,64639,,4.936687201,987.7606856,
414,Iowa,4/20/20,3159,79,1235,3080,120.5397157,25820,214,2.50079139,985.2280658,6.774295663
415,Kansas,4/20/20,2048,102,,1946,83.9864703,18761,405,4.98046875,769.3701999,19.77539063
416,Kentucky,4/20/20,3050,154,1174,2896,89.09523931,32572,1059,5.049180328,951.4787327,34.72131148
417,Louisiana,4/20/20,24523,1328,,23195,533.4257361,142099,1794,5.415324389,3090.945793,7.315581291
418,Maine,4/20/20,875,35,414,840,74.53113528,14951,138,4,1273.502861,15.77142857
419,Maryland,4/20/20,13684,582,917,13102,230.241102,71397,3014,4.253142356,1201.295232,22.02572347
420,Massachusetts,4/20/20,38077,1706,,36371,554.7532756,162241,3729,4.480394989,2363.729448,9.793313549
421,Michigan,4/20/20,32000,2468,3237,29532,401.6437774,113798,3374,7.7125,1428.320581,10.54375
422,Minnesota,4/20/20,2470,143,1202,2327,49.93484211,46850,602,5.789473684,947.1446772,24.37246964
423,Mississippi,4/20/20,4512,169,,4343,155.8438329,51434,819,3.745567376,1776.522983,18.15159574
424,Missouri,4/20/20,5890,200,,5690,100.5212771,56013,873,3.395585739,955.9419851,14.82173175
425,Montana,4/20/20,433,10,243,423,50.00075059,11051,57,2.309468822,1276.116154,13.16397229
426,Nebraska,4/20/20,1648,33,,1615,108.0463026,15680,,2.002427184,1028.013364,
427,Nevada,4/20/20,3830,159,,3671,126.9600494,32347,,4.151436031,1072.265461,
428,New Hampshire,4/20/20,1447,42,521,1405,108.9487015,14118,198,2.902557015,1062.983945,13.68348307
429,New Jersey,4/20/20,88722,4496,,84226,998.8752774,178057,6986,5.067514258,2004.652006,7.874033498
430,New Mexico,4/20/20,1971,58,487,1913,118.1985604,37042,274,2.942668696,2221.365334,13.90157281
431,New York,4/20/20,253060,18611,23887,234449,1500.857747,633861,57103,7.35438236,3759.326613,22.56500435
432,North Carolina,4/20/20,6895,218,,6677,69.52094073,79484,373,3.161711385,801.4216755,5.409717186
433,North Dakota,4/20/20,627,9,189,618,103.3940285,14747,53,1.435406699,2431.820955,8.452950558
434,Ohio,4/20/20,12919,509,,12410,115.6180586,90436,2653,3.939933431,809.3532584,20.53564517
435,Oklahoma,4/20/20,2680,143,1614,2537,73.27140988,35646,541,5.335820896,974.5644315,20.18656716
436,Oregon,4/20/20,1957,75,,1882,48.83862888,40045,465,3.832396525,999.357636,23.76085846
437,Pennsylvania,4/20/20,33914,1348,,32566,269.4260821,162952,2701,3.974759686,1294.55443,7.964262546
438,Rhode Island,4/20/20,5090,155,267,4935,480.4783261,37080,331,3.04518664,3500.223248,6.502946955
439,South Carolina,4/20/20,4446,123,2063,4323,88.21472329,40480,776,2.766531714,803.1785872,17.45389114
440,South Dakota,4/20/20,1685,7,709,1678,228.9738168,12326,87,0.415430267,1674.974045,5.163204748
441,Tennessee,4/20/20,7238,152,3575,7086,110.2525252,100689,730,2.100027632,1533.740883,10.08565902
442,Texas,4/20/20,19751,507,5706,19244,85.93159556,190394,1411,2.566958635,828.356043,7.143942079
443,Utah,4/20/20,3213,28,776,3185,112.1120828,68311,268,0.871459695,2383.5943,8.341114223
444,Vermont,4/20/20,816,38,15,778,133.6410134,12981,49,4.656862745,2125.973033,6.004901961
445,Virginia,4/20/20,8990,300,1324,8690,113.6934173,56735,1500,3.337041157,717.507901,16.68520578
446,Washington,4/20/20,12114,643,,11471,160.4630194,138642,403,5.307908205,1836.463095,3.326729404
447,West Virginia,4/20/20,902,24,290,878,68.17848553,22155,77,2.66075388,1674.605706,8.536585366
448,Wisconsin,4/20/20,4499,230,,4269,86.94440563,51102,1211,5.112247166,987.5601282,26.91709269
449,Wyoming,4/20/20,317,2,233,315,63.75191055,7386,51,0.630914826,1485.399405,16.08832808
450,Alabama,4/21/20,5317,183,,5134,113.3955384,48526,699,3.441790483,1034.912902,13.14651119
451,Alaska,4/21/20,329,9,168,320,55.03982441,11119,42,2.73556231,1860.145312,12.76595745
452,Arizona,4/21/20,5256,208,1155,5048,72.21052831,55152,637,3.95738204,757.7159546,12.1194825
453,Arkansas,4/21/20,1990,42,809,1948,76.86285234,27441,291,2.110552764,1059.896247,14.62311558
454,California,4/21/20,35465,1282,,34183,90.45204855,300100,4886,3.614831524,765.3929161,13.7769632
455,Colorado,4/21/20,10473,483,,9990,184.8128745,47466,1880,4.611859066,837.613664,17.95092142
456,Connecticut,4/21/20,20360,1423,,18937,571.0620211,64192,1949,6.989194499,1800.472164,9.572691552
457,Delaware,4/21/20,2931,82,565,2849,300.9969561,16656,263,2.797679973,1710.47605,8.973046742
458,Florida,4/21/20,27869,867,,27002,131.2556735,277059,4235,3.11098353,1304.875153,15.19609602
459,Georgia,4/21/20,19881,798,,19083,196.0768263,88140,3779,4.013882601,869.2828062,19.00809818
460,Hawaii,4/21/20,586,10,423,576,41.39043613,24696,55,1.706484642,1744.331417,9.385665529
461,Idaho,4/21/20,1736,48,660,1688,107.7928118,17660,157,2.764976959,1096.555908,9.043778802
462,Illinois,4/21/20,33059,1468,,31591,281.6971497,154997,4776,4.440545691,1320.736051,14.44689797
463,Indiana,4/21/20,12097,635,,11462,184.8565265,67264,,5.249235348,1027.873803,
464,Iowa,4/21/20,3641,83,1293,3558,138.9316571,27615,214,2.279593518,1053.720877,5.87750618
465,Kansas,4/21/20,2164,109,,2055,88.74351647,19101,419,5.036968577,783.3132663,19.36229205
466,Kentucky,4/21/20,3204,171,1174,3033,93.5938186,32820,1059,5.337078652,958.723198,33.05243446
467,Louisiana,4/21/20,24854,1405,,23449,540.6256675,142430,1798,5.653013599,3098.145724,7.234248008
